"","ptrans.ht","ptrans.hg","vinc","wane","ptrans.vh","hinc","hrec","feed","run"
"1",0.0603227203491144,0.0033434923062881,0.0472682069105407,0.901088442613871,0.313255457160855,0.0808876881218826,0.0374788425052791,0.336566249215549,1
"2",0.014104239972122,0.00292226224903017,0.0597679761024347,0.604495628003157,0.732002058779867,0.160296522130196,0.0892541447476639,0.369781982209999,2
"3",0.0334252899887785,0.00458229219228146,0.0585248247920147,0.982702665019825,0.277629980615294,0.186496143203105,0.0447429479544866,0.372836372951744,3
"4",0.0597116468124278,0.00398133885257528,0.0378774514918604,0.929674499910229,0.585519350680709,0.196548309310774,0.0740122512555798,0.450683877142146,4
"5",0.0389626223258302,0.00334709474580945,0.0418177168011743,0.581751208324807,0.742241254548542,0.148127477145226,0.0483657069079093,0.376637150245602,5
"6",0.0131558000938222,0.0038747250672977,0.050920049422537,0.615020964973711,0.609593947955826,0.133986655130703,0.0599901137833872,0.361273171589671,6
"7",0.0452799860596843,0.00146790048292838,0.0414782728244395,0.864088382719105,0.634740810690681,0.175103939398254,0.0697082154341159,0.481608164886013,7
"8",0.00469341641342267,0.00210949408554705,0.0415249279415002,0.448253005825228,0.493433754433272,0.10431064950889,0.0837681282355528,0.38728974973519,8
"9",0.076567300632447,0.0042275001473038,0.0360360546187575,0.812579547786051,0.490519628363987,0.0804921083387298,0.0157389021898736,0.443435654224401,9
"10",0.0373512352779508,0.00402649050793727,0.0536977735139973,0.11692476192289,0.561657456017472,0.105358192902834,0.0403653968864935,0.428446870673603,10
"11",0.00332083702666685,0.00104756593773025,0.0482189955016365,0.269106109065248,0.597990198200289,0.0679143861584986,0.0129277925755906,0.35615679780421,11
"12",0.0539751871831901,0.00216188171413844,0.0545379624005562,0.225021432735967,0.33982784051178,0.165394925044508,0.0728770090730259,0.411375841215486,12
"13",0.0485280223706551,0.00321356713766349,0.0361963946719732,0.503902706568919,0.760381819182914,0.0957648598073361,0.0142525988272391,0.486389061975603,13
"14",0.0111272403832525,0.00305917602793546,0.0631588892443959,0.84343592957411,0.706103601832176,0.140441645116856,0.0808781854251186,0.357786475644719,14
"15",0.0109957955373079,0.000660483668557135,0.0416449131276381,0.881824886063035,0.211787887114519,0.145719967801434,0.0947561960786698,0.466318434026209,15
"16",0.0770872257459536,0.00183836354005965,0.0597018744512306,0.888293670447383,0.583460037587304,0.175535664224656,0.0478646935386137,0.476985118649589,16
"17",0.0348851521978341,0.00407659540049383,0.0609552560447327,0.578818120175931,0.739961829785397,0.112840149016244,0.0265060803439197,0.341446097475205,17
"18",0.0428440522328392,0.00342075236782082,0.0423929604900225,0.0563636308877263,0.341943049785076,0.168431210812461,0.0602666225391886,0.397824626997618,18
"19",0.00922371004577726,0.00434255672267522,0.0496798853558023,0.0329261736352369,0.665779593096906,0.10164372248215,0.0286183064576452,0.431870743517143,19
"20",0.0264755669049919,0.00036174899490783,0.0420606020862469,0.483283438782024,0.737549647800718,0.195077729415956,0.015556126754046,0.347332069857745,20
"21",0.0757026648630202,0.00439884095899062,0.0370605107863822,0.886718959753255,0.261320216940669,0.199638933615076,0.054355508164654,0.421257565239716,21
"22",0.0775180401861481,0.00482114139594836,0.036693303566201,0.402547427105238,0.597020962192444,0.123020630783712,0.0573667802821515,0.46435851924102,22
"23",0.0767071379435249,0.00414036974688177,0.0502524718092832,0.0801953426524158,0.48040410200404,0.191300879952839,0.0522932384307263,0.42699665135444,23
"24",0.0777611396634392,0.00447953722107341,0.0433416469213708,0.0193784473713161,0.22685128650479,0.0948930428184569,0.0670411775807288,0.454759087321969,24
"25",0.0442087362080999,0.000731523411580129,0.0455488553134104,0.872950265504194,0.368297010809649,0.168236642517615,0.0641064741334781,0.429484049186693,25
"26",0.00890470007715747,0.00199314858725178,0.0640991580930616,0.436758448091086,0.522972543210024,0.103151302679038,0.0498533834006909,0.486023614157418,26
"27",0.0716979560123384,0.00106286211973755,0.0500449633255911,0.97294020373971,0.672525339283561,0.143531319675781,0.07897621159207,0.47589246287519,27
"28",0.0435232682247832,0.00398856725802412,0.0422440053650644,0.914022090042462,0.577415519635053,0.178104556284566,0.0444679688376782,0.494848000395461,28
"29",0.079141460599415,0.00352175593167078,0.0523405122072591,0.621712969323373,0.677731826373888,0.183488270295629,0.0739268346753883,0.435321767570645,29
"30",0.0118531525010616,0.0026399602192617,0.0460260193594887,0.618453737412521,0.442151164300786,0.129241839754613,0.0856833280425092,0.471564139365219,30
"31",0.0515386751649156,0.00499040773780551,0.0545769601949335,0.73386622133883,0.23765265876553,0.194639873884494,0.0191157190661043,0.47784008146155,31
"32",0.0383052985441498,0.00319199762050295,0.0651281544476437,0.238568395936191,0.733440693628462,0.068309164779447,0.0103504835250729,0.362378755412569,32
"33",0.0153318412453868,0.00351995783005143,0.0641547679443921,0.853927577715982,0.771453237366676,0.1445078218642,0.0690208505923414,0.421812607056228,33
"34",0.0216281839267351,0.0040530771469546,0.0364556248731989,0.178727517900644,0.620261035518907,0.0924265501972598,0.0231221449855773,0.439128482311848,34
"35",0.0424365367920883,0.00121045762359048,0.0576251624320711,0.224822732682666,0.438482881630492,0.0795178374726946,0.0992805502937292,0.464990806572993,35
"36",0.0487913512746804,0.000303325427192031,0.05781577343302,0.550312354463802,0.716663024264341,0.157573288296474,0.0103011492363798,0.408029295018796,36
"37",0.0791044261496328,0.00144317303805146,0.0643870737118181,0.80054387423232,0.218606334431097,0.0920375929316816,0.0752865396525071,0.387152472196845,37
"38",0.00660655118579045,0.0022535030588496,0.0653155959185756,0.178105163935749,0.751177303312346,0.186003495396208,0.0905236527785601,0.418236153288977,38
"39",0.0491987394145876,0.00100011401942931,0.0463324334444789,0.146715039504324,0.708716503774095,0.141754757216262,0.0262077264541877,0.438760299438261,39
"40",0.0689842285102792,0.001400528347051,0.0531390629478963,0.425566491764092,0.702282961398177,0.0764655778808209,0.0393470217441519,0.383742738520882,40
"41",0.0584124309113994,0.00192468217418529,0.0456324032876951,0.10549355750212,0.530128515254613,0.0739705940577822,0.0546321213702846,0.488072764088361,41
"42",0.0798742809530906,0.000406014657660853,0.0646602985493451,0.513765460475115,0.514386810632097,0.0883637802420495,0.0183458097558915,0.432636317300377,42
"43",0.0440382650708221,0.00468398247162695,0.0430354448186544,0.589003771463707,0.478833967161132,0.0833654225326454,0.0552257470134432,0.448501578190868,43
"44",0.00602647088607773,0.00389686545321136,0.0386251624174649,0.961218808801651,0.581296167751122,0.159382881380121,0.048474980846971,0.339474595749984,44
"45",0.0474101889680885,0.000635810850800481,0.0503506566281663,0.312746550645416,0.499029872525623,0.126007440643696,0.0408947151784281,0.433520439295486,45
"46",0.0156298229159601,0.00235847607923672,0.064972184390792,0.815559575539676,0.419102440281631,0.127880473185362,0.096137806850144,0.385236936806624,46
"47",0.0174331683025137,0.00491236275014002,0.0398581778694953,0.470645402744242,0.30778804504592,0.19934761060824,0.0240039389447251,0.455528276916865,47
"48",0.0652474018171243,0.00249064068478416,0.0607947980620355,0.97899652519475,0.38324368098299,0.188451945004053,0.0416462889055023,0.352625447524285,48
"49",0.0398706696245261,0.00425150395798264,0.0397861321058668,0.497916625340122,0.297636107486114,0.146761262369218,0.0576242013537752,0.449018364272624,49
"50",0.0468416777962632,0.000696993905617855,0.0433009306208075,0.302008633183644,0.338910908502014,0.0689509647827285,0.0962948888959072,0.349711633530523,50
